timestamp,tool_id,tool_type,carbide_grade,coating,tool_diameter_mm,number_of_flutes,machine_id,shift,workpiece_material,workpiece_hardness_HB,spindle_speed_rpm,feed_rate_mm_min,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,cutting_time_min,parts_produced,material_removal_rate_cm3_min,temperature_rise_C,vibration_mm_s,power_consumption_kW,cutting_force_increase_%,surface_roughness_Ra_um,flank_wear_VB_mm,crater_wear_KT_mm,dimensional_deviation_mm,chip_thickness_ratio,chip_color,edge_chipping,coolant_concentration_%,coolant_flow_L_min,coolant_pressure_bar,tool_condition,tool_condition_desc
2025-09-20 15:21:59,CB016,Carbide,P10,TiAlN,12,2,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,5142.7,989.8,193.9,0.096,2.82,7.65,8.9,3,21.32,167.5,0.419,0.44,1.9,0.52,0.008,0.0,0.0058,1.55,Silver,0,8.4,22.3,35.8,0,Good
2025-09-20 15:54:59,CB001,Carbide,M20,TiAlN,16,6,DMG_MORI_NLX2500,Afternoon,Steel_16MnCr5,220,5109.1,2754.4,256.8,0.09,3.69,10.51,89.06,35,106.78,178.2,1.255,3.74,15.7,1.73,0.192,0.015,0.0242,1.95,Silver,0,7.2,16.1,5.0,2,Replace
2025-09-20 16:18:59,CB011,Carbide,P30,AlCrN,16,5,OKUMA_GENOS_L400,Night,Aluminum_7075,150,8601.0,5278.7,432.3,0.123,6.13,8.45,10.06,4,273.2,317.2,0.34,8.17,0.6,0.55,0.052,0.001,0.0102,1.52,Straw,0,8.9,20.8,5.0,0,Good
2025-09-20 16:41:00,CB008,Carbide,K10,TiN,12,2,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,6663.6,1467.5,251.2,0.11,2.63,7.38,35.3,14,28.54,222.1,0.854,1.13,9.3,1.15,0.074,0.018,0.0124,1.72,Silver,0,7.7,19.3,5.0,1,Acceptable
2025-09-20 16:55:59,CB007,Carbide,P10,TiN,8,2,MAZAK_INTEGREX_i200,Night,Steel_16MnCr5,220,9227.2,1555.8,231.9,0.084,1.66,4.9,1.04,0,12.67,177.2,0.338,0.3,0.2,0.42,-0.022,0.0,0.0028,1.51,Silver,0,6.8,13.1,47.6,0,Good
2025-09-20 17:05:00,CB006,Carbide,P10,TiN,8,3,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,10670.2,2671.0,268.2,0.083,1.69,4.63,87.72,35,20.92,226.4,1.458,0.83,18.8,1.81,0.232,0.025,0.0282,1.94,Silver,0,6.4,14.4,5.0,2,Replace
2025-09-20 17:05:59,CB009,Carbide,P20,TiAlN,8,4,OKUMA_GENOS_L400,Afternoon,Steel_42CrMo4,280,9396.9,3170.4,236.2,0.084,1.75,5.34,11.43,4,29.66,194.9,0.458,1.16,2.5,0.45,0.006,0.004,0.0056,1.57,Silver,0,6.6,15.3,24.4,0,Good
2025-09-20 17:42:59,CB006,Carbide,M20,TiN,10,4,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,7259.4,3130.3,228.1,0.108,2.03,5.57,99.5,39,35.5,164.8,1.76,1.28,26.1,2.49,0.329,0.022,0.0379,2.11,Silver,0,9.4,13.9,25.8,2,Replace
2025-09-20 19:27:00,CB003,Carbide,P10,AlCrN,10,3,DOOSAN_DNM_5700,Afternoon,Cast_Iron_GG25,180,5335.7,2274.8,167.6,0.142,3.13,6.56,141.75,56,46.69,214.7,1.365,1.65,17.7,1.85,0.242,0.0,0.0292,1.97,Silver,0,8.9,17.9,5.0,2,Replace
2025-09-20 20:10:59,CB014,Carbide,K10,AlCrN,10,2,DOOSAN_DNM_5700,Night,Steel_C45,200,8321.5,1661.9,261.4,0.1,2.48,6.0,21.59,8,24.7,200.3,0.586,0.83,3.9,0.7,0.043,0.002,0.0093,1.6,Silver,0,9.2,23.3,5.0,0,Good
2025-09-20 20:18:59,CB007,Carbide,P30,TiCN,8,4,HAAS_VF4,Morning,Steel_42CrMo4,280,8451.1,3457.3,212.4,0.102,1.51,5.54,82.73,33,29.03,177.2,1.586,0.69,20.4,1.93,0.248,0.002,0.0298,2.01,Silver,0,6.2,20.3,31.4,2,Replace
2025-09-20 20:20:59,CB002,Carbide,P10,AlCrN,6,3,DMG_MORI_NLX2500,Night,Steel_C45,200,15566.6,4625.9,293.4,0.099,1.51,4.18,53.55,21,29.1,197.3,0.884,0.9,9.6,1.21,0.064,0.022,0.0114,1.76,Silver,0,9.2,21.0,5.0,1,Acceptable
2025-09-20 20:20:59,CB013,Carbide,P20,TiCN,6,3,HAAS_VF4,Afternoon,Steel_42CrMo4,280,10449.8,2894.3,197.0,0.092,1.32,3.67,2.01,0,14.01,158.1,0.369,0.65,0.5,0.5,0.011,0.0,0.0061,1.51,Silver,0,6.9,23.3,26.6,0,Good
2025-09-20 22:47:00,CB007,Carbide,M20,TiAlN,16,6,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,3768.6,2637.5,189.4,0.117,2.8,8.21,42.0,16,60.66,209.5,0.781,2.24,9.1,1.03,0.114,0.0,0.0164,1.76,Silver,0,9.4,14.0,12.6,1,Acceptable
2025-09-20 23:12:59,CB006,Carbide,K10,TiAlN,10,2,DMG_MORI_NLX2500,Afternoon,Steel_42CrMo4,280,6497.0,1341.0,204.1,0.103,2.4,5.93,5.17,2,19.12,167.1,0.321,0.97,1.1,0.41,0.007,0.0,0.0057,1.53,Silver,0,7.8,13.2,46.0,0,Good
2025-09-21 01:40:00,CB017,Carbide,P30,TiAlN,6,4,HAAS_VF4,Morning,Steel_42CrMo4,280,8979.6,3555.3,169.3,0.099,1.36,3.48,30.04,12,16.8,178.7,0.627,0.7,6.5,0.96,0.108,0.0,0.0158,1.69,Silver,0,8.8,24.9,5.0,1,Acceptable
2025-09-21 02:37:00,CB018,Carbide,M20,TiN,20,4,OKUMA_GENOS_L400,Night,Steel_16MnCr5,220,3814.6,1574.8,239.7,0.103,4.57,12.21,20.73,8,87.83,201.8,0.553,2.9,4.4,0.8,0.054,0.0,0.0104,1.6,Silver,0,9.1,22.8,25.6,0,Good
2025-09-21 05:24:59,CB005,Carbide,P30,TiAlN,12,4,DMG_MORI_NLX2500,Morning,Steel_16MnCr5,220,7635.5,3660.3,287.9,0.12,2.19,6.51,74.72,29,52.15,205.6,1.057,1.62,13.2,1.42,0.129,0.036,0.0179,1.88,Silver,0,7.1,24.0,45.2,2,Replace
2025-09-21 08:57:59,CB014,Carbide,M20,TiN,16,5,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,3802.0,2468.0,191.1,0.13,3.76,10.41,27.35,10,96.45,192.1,0.572,2.93,3.9,0.63,0.026,0.0,0.0076,1.59,Silver,0,9.2,10.9,5.0,0,Good
2025-09-21 09:11:59,CB012,Carbide,M20,TiAlN,8,3,MAZAK_INTEGREX_i200,Morning,Steel_42CrMo4,280,7712.3,2021.8,193.8,0.087,2.09,4.7,4.85,1,19.82,177.3,0.377,0.5,1.0,0.52,0.022,0.0,0.0072,1.53,Silver,1,8.9,12.3,41.0,0,Good
2025-09-21 10:38:00,CB016,Carbide,K10,TiAlN,20,6,OKUMA_GENOS_L400,Night,Steel_C45,200,4071.5,2280.0,255.8,0.093,4.25,10.43,5.78,2,101.16,215.5,0.296,3.39,1.0,0.65,0.045,0.0,0.0095,1.53,Silver,0,9.7,18.7,36.3,0,Good
2025-09-21 11:07:59,CB008,Carbide,P20,Uncoated,20,5,MAZAK_INTEGREX_i200,Night,Cast_Iron_GG25,180,2670.5,1291.4,167.8,0.097,6.04,11.24,12.59,5,87.65,226.0,0.448,2.34,2.1,0.65,0.02,0.0,0.007,1.54,Silver,0,9.5,22.0,30.0,0,Good
2025-09-21 11:52:00,CB006,Carbide,M20,TiAlN,8,3,OKUMA_GENOS_L400,Afternoon,Aluminum_7075,150,17477.0,8517.1,439.2,0.162,3.85,5.53,236.35,94,181.59,310.0,1.119,5.41,13.8,1.42,0.165,0.031,0.0215,1.89,Straw,0,9.0,23.0,5.0,2,Replace
2025-09-21 13:23:59,CB014,Carbide,P20,TiAlN,10,2,MAZAK_INTEGREX_i200,Morning,Cast_Iron_GG25,180,7293.5,2096.5,229.1,0.144,2.4,6.64,89.96,35,33.37,178.5,0.962,1.0,10.5,1.27,0.103,0.017,0.0153,1.8,Silver,0,6.8,20.6,38.0,1,Acceptable
2025-09-21 14:09:59,CB020,Carbide,P30,TiCN,6,4,MAZAK_INTEGREX_i200,Night,Cast_Iron_GG25,180,11231.4,4979.1,211.7,0.111,1.58,3.7,24.65,9,29.02,180.3,0.467,1.28,3.3,0.77,0.004,0.002,0.0054,1.58,Silver,0,8.9,11.4,5.0,0,Good
2025-09-21 14:12:00,CB017,Carbide,P30,TiN,20,6,DOOSAN_DNM_5700,Afternoon,Cast_Iron_GG25,180,2862.5,1921.1,179.9,0.112,4.45,10.09,80.24,32,86.16,216.5,0.903,2.68,11.4,1.36,0.151,0.0,0.0201,1.77,Silver,0,8.0,14.6,49.0,1,Acceptable
2025-09-21 14:12:00,CB005,Carbide,P20,TiCN,10,3,DMG_MORI_NLX2500,Morning,Steel_42CrMo4,280,7994.0,2525.0,251.1,0.105,2.15,5.03,10.08,4,27.29,179.2,0.452,0.92,2.5,0.62,-0.014,0.005,0.0036,1.56,Silver,0,9.2,19.9,5.0,0,Good
2025-09-21 17:41:59,CB010,Carbide,P20,TiN,10,2,DOOSAN_DNM_5700,Morning,Steel_16MnCr5,220,7592.4,1333.3,238.5,0.088,2.13,6.12,23.72,9,17.42,221.4,0.574,0.46,5.1,0.75,0.05,0.0,0.01,1.62,Silver,0,8.6,16.1,38.4,0,Good
2025-09-21 17:54:59,CB003,Carbide,M20,AlCrN,12,4,DMG_MORI_NLX2500,Night,Steel_42CrMo4,280,4690.7,1829.8,176.8,0.098,2.89,6.2,6.0,2,32.81,176.0,0.367,1.25,1.4,0.46,0.013,0.0,0.0063,1.54,Silver,0,6.6,16.0,14.1,0,Good
2025-09-21 18:57:00,CB010,Carbide,P20,AlCrN,16,5,HAAS_VF4,Night,Cast_Iron_GG25,180,3756.6,2192.4,188.8,0.117,4.52,10.83,120.51,48,107.24,242.8,1.135,2.98,15.1,1.41,0.202,0.0,0.0252,1.9,Silver,0,7.3,15.4,40.1,2,Replace
2025-09-21 19:00:00,CB001,Carbide,K10,TiAlN,20,6,HAAS_VF4,Afternoon,Steel_42CrMo4,280,3192.8,2241.3,200.6,0.117,4.81,10.19,14.53,5,109.85,220.0,0.46,3.94,3.1,0.67,0.018,0.0,0.0068,1.59,Silver,0,8.3,20.5,46.1,0,Good
2025-09-21 20:00:59,CB010,Carbide,K10,TiAlN,16,6,DMG_MORI_NLX2500,Morning,Cast_Iron_GG25,180,4101.2,2424.7,206.1,0.099,4.45,8.61,122.99,49,92.96,176.4,1.139,3.22,14.3,1.5,0.173,0.005,0.0223,1.91,Silver,0,7.9,23.5,5.0,2,Replace
2025-09-21 20:07:59,CB002,Carbide,K10,TiN,12,3,MAZAK_INTEGREX_i200,Night,Aluminum_7075,150,11394.2,5886.8,429.6,0.172,6.53,6.4,12.4,4,245.98,370.6,0.398,7.4,0.9,0.6,-0.006,0.001,0.0044,1.52,Straw,0,9.0,15.8,26.0,0,Good
2025-09-21 20:08:59,CB017,Carbide,K10,TiAlN,12,3,MAZAK_INTEGREX_i200,Afternoon,Steel_16MnCr5,220,6776.7,2097.6,255.5,0.103,3.22,6.08,11.82,4,41.1,228.6,0.454,1.19,2.1,0.41,0.022,0.002,0.0072,1.56,Silver,0,9.6,15.8,5.0,0,Good
2025-09-21 20:15:59,CB016,Carbide,K10,TiN,6,3,DOOSAN_DNM_5700,Morning,Cast_Iron_GG25,180,11111.6,3335.0,209.4,0.1,1.93,3.47,104.64,41,22.33,170.8,1.276,0.61,14.8,1.61,0.197,0.007,0.0247,1.85,Silver,0,6.9,21.1,15.1,1,Acceptable
2025-09-21 21:14:00,CB003,Carbide,P20,TiN,8,2,OKUMA_GENOS_L400,Night,Cast_Iron_GG25,180,9524.3,2449.3,239.4,0.129,2.31,4.02,20.62,8,22.8,208.1,0.484,0.87,2.9,0.62,0.018,0.005,0.0068,1.57,Silver,0,7.3,24.8,37.5,0,Good
2025-09-21 21:21:00,CB008,Carbide,P30,TiAlN,12,4,OKUMA_GENOS_L400,Night,Steel_C45,200,7047.6,2698.2,265.7,0.096,2.79,7.8,10.92,4,58.77,204.8,0.445,1.67,1.8,0.63,0.051,0.002,0.0101,1.55,Silver,0,8.8,24.8,5.0,0,Good
2025-09-21 21:34:59,CB019,Carbide,K10,TiN,6,3,HAAS_VF4,Morning,Aluminum_7075,150,17767.7,7383.4,334.9,0.139,3.28,3.9,85.11,34,94.4,230.1,0.657,3.13,6.0,0.81,0.099,0.0,0.0149,1.64,Silver,0,9.8,17.5,25.6,0,Good
2025-09-21 22:34:59,CB004,Carbide,P20,TiN,16,5,OKUMA_GENOS_L400,Morning,Aluminum_7075,150,6742.9,5913.5,338.9,0.175,8.54,10.87,64.55,25,548.97,362.9,0.559,16.5,4.6,0.77,0.089,0.0,0.0139,1.61,Straw,0,8.4,12.7,34.0,0,Good
2025-09-21 23:09:59,CB002,Carbide,P20,TiAlN,20,6,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,3779.0,2755.3,237.4,0.122,5.63,13.4,28.1,11,207.74,214.7,0.47,6.72,3.3,0.62,0.047,0.007,0.0097,1.59,Silver,0,7.9,11.9,5.0,0,Good
2025-09-21 23:22:00,CB004,Carbide,P10,AlCrN,8,2,OKUMA_GENOS_L400,Morning,Steel_42CrMo4,280,9634.0,1574.5,242.1,0.082,2.04,4.6,22.04,8,14.77,173.2,0.579,0.46,5.1,0.83,0.085,0.009,0.0135,1.64,Silver,0,6.9,19.7,5.0,0,Good
2025-09-21 23:31:59,CB012,Carbide,K10,TiN,12,4,MAZAK_INTEGREX_i200,Afternoon,Cast_Iron_GG25,180,6030.2,3387.7,227.3,0.14,2.66,8.34,19.89,7,75.09,227.2,0.547,2.27,2.8,0.6,0.028,0.004,0.0078,1.57,Silver,0,6.7,10.8,36.0,0,Good
2025-09-21 23:48:59,CB011,Carbide,P10,TiN,16,6,HAAS_VF4,Night,Steel_C45,200,5889.0,4002.7,296.0,0.113,3.11,10.67,12.1,4,132.82,218.2,0.463,4.38,2.4,0.54,0.043,0.005,0.0093,1.56,Silver,0,9.7,17.2,11.4,0,Good
2025-09-22 00:42:00,CB015,Carbide,M20,TiAlN,16,5,MAZAK_INTEGREX_i200,Morning,Steel_42CrMo4,280,3801.6,2113.9,191.1,0.111,4.34,8.2,15.74,6,75.29,174.7,0.567,2.43,3.4,0.7,0.049,0.0,0.0099,1.6,Silver,0,8.5,24.6,31.3,0,Good
2025-09-22 02:28:59,CB006,Carbide,P10,TiN,6,3,HAAS_VF4,Afternoon,Steel_C45,200,15680.0,4261.2,295.6,0.091,1.31,3.59,77.29,30,20.11,165.7,1.217,0.65,15.6,1.64,0.159,0.034,0.0209,1.87,Silver,0,9.7,19.2,5.0,2,Replace
2025-09-22 02:51:59,CB020,Carbide,M20,TiN,8,2,HAAS_VF4,Afternoon,Steel_C45,200,9116.0,1841.0,229.1,0.101,1.76,4.59,6.52,2,14.9,190.4,0.373,0.54,1.3,0.53,0.027,0.0,0.0077,1.53,Silver,0,6.0,14.9,25.6,0,Good
2025-09-22 02:57:00,CB002,Carbide,K10,AlCrN,12,3,OKUMA_GENOS_L400,Night,Cast_Iron_GG25,180,5404.5,2117.1,203.7,0.131,3.87,7.03,29.51,11,57.56,203.5,0.558,2.12,3.7,0.46,0.067,0.001,0.0117,1.6,Silver,0,7.1,17.7,5.0,0,Good
2025-09-22 03:51:59,CB012,Carbide,P30,AlCrN,12,2,MAZAK_INTEGREX_i200,Afternoon,Steel_C45,200,5955.9,1338.5,224.5,0.112,2.51,7.21,46.18,18,24.23,183.2,0.787,0.63,8.2,1.15,0.135,0.0,0.0185,1.72,Silver,0,6.3,15.6,24.4,1,Acceptable
2025-09-22 04:25:59,CB013,Carbide,P30,TiCN,6,3,HAAS_VF4,Morning,Steel_16MnCr5,220,10770.0,3770.1,203.0,0.117,1.25,3.9,33.38,13,18.32,181.5,0.646,0.41,6.7,1.0,0.062,0.0,0.0112,1.67,Silver,0,7.9,11.0,19.7,1,Acceptable
2025-09-22 04:35:59,CB014,Carbide,P30,AlCrN,10,2,DOOSAN_DNM_5700,Morning,Steel_42CrMo4,280,7086.0,1576.6,222.6,0.111,2.4,6.51,60.1,24,24.65,219.5,1.162,1.39,13.9,1.52,0.139,0.009,0.0189,1.87,Silver,0,9.8,13.0,5.0,2,Replace
2025-09-22 05:59:59,CB009,Carbide,P10,TiAlN,20,5,OKUMA_GENOS_L400,Night,Steel_42CrMo4,280,2927.5,1280.3,183.9,0.087,4.2,12.93,17.81,7,69.45,226.5,0.53,2.74,3.8,0.87,0.037,0.0,0.0087,1.61,Silver,0,7.1,22.5,32.2,0,Good
2025-09-22 06:20:59,CB004,Carbide,K10,TiN,8,3,OKUMA_GENOS_L400,Morning,Steel_C45,200,11746.3,3775.6,295.2,0.107,1.45,5.54,7.78,3,30.26,196.6,0.423,0.82,1.6,0.44,0.053,0.003,0.0103,1.54,Silver,0,6.7,20.7,5.0,0,Good
2025-09-22 06:24:59,CB001,Carbide,P10,TiCN,16,5,HAAS_VF4,Morning,Steel_42CrMo4,280,4135.0,1780.6,207.8,0.086,3.91,10.02,20.59,8,69.78,163.3,0.674,2.51,5.1,0.87,0.078,0.0,0.0128,1.63,Silver,0,7.2,19.9,20.8,0,Good
2025-09-22 07:45:59,CB019,Carbide,P10,TiN,6,3,DMG_MORI_NLX2500,Morning,Steel_16MnCr5,220,11138.5,2711.4,210.0,0.081,1.45,3.54,26.27,10,13.9,208.8,0.559,0.17,5.6,0.79,0.062,0.0,0.0112,1.63,Silver,0,7.1,23.9,5.0,0,Good
2025-09-22 07:49:59,CB010,Carbide,K10,AlCrN,12,4,DMG_MORI_NLX2500,Afternoon,Steel_C45,200,6284.3,2277.8,236.9,0.091,3.19,7.92,2.48,0,57.5,209.1,0.278,1.78,0.4,0.5,0.008,0.0,0.0058,1.51,Silver,0,9.2,22.9,41.1,0,Good
2025-09-22 08:55:59,CB018,Carbide,K10,TiAlN,6,3,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,10086.4,3136.1,190.1,0.104,1.28,3.81,0.48,0,15.26,200.3,0.269,0.09,0.1,0.43,0.021,0.0,0.0071,1.5,Silver,0,9.1,14.3,5.0,0,Good
2025-09-22 09:22:59,CB020,Carbide,P10,TiAlN,10,3,OKUMA_GENOS_L400,Night,Cast_Iron_GG25,180,5716.5,2311.0,179.6,0.135,2.59,5.91,79.3,31,35.32,198.9,0.831,1.01,9.3,1.18,0.103,0.0,0.0153,1.76,Silver,0,8.8,12.4,28.6,1,Acceptable
2025-09-22 10:10:59,CB002,Carbide,K10,TiN,16,5,DOOSAN_DNM_5700,Night,Steel_42CrMo4,280,4007.9,1695.1,201.5,0.085,4.09,9.37,16.91,6,65.06,210.3,0.513,2.62,4.4,0.63,0.057,0.0,0.0107,1.6,Silver,0,6.7,13.7,5.0,0,Good
2025-09-22 10:49:59,CB015,Carbide,P10,TiAlN,6,4,HAAS_VF4,Night,Steel_C45,200,15222.5,5996.4,286.9,0.098,1.08,3.62,19.04,7,23.51,168.4,0.426,0.7,3.2,0.84,0.038,0.007,0.0088,1.59,Silver,0,8.5,17.5,12.1,0,Good
2025-09-22 11:58:59,CB006,Carbide,K10,TiAlN,8,3,MAZAK_INTEGREX_i200,Morning,Steel_42CrMo4,280,7652.0,2286.9,192.3,0.1,2.06,4.48,9.03,3,21.1,193.5,0.37,0.6,2.0,0.56,0.043,0.0,0.0093,1.56,Silver,0,8.3,17.4,19.0,0,Good
2025-09-22 13:19:59,CB008,Carbide,P10,AlCrN,10,4,DMG_MORI_NLX2500,Night,Steel_C45,200,6590.2,2723.4,207.0,0.103,2.72,6.94,70.87,28,51.31,203.2,1.115,1.54,12.7,1.35,0.163,0.0,0.0213,1.84,Silver,1,8.5,15.0,34.5,1,Acceptable
2025-09-22 13:37:59,CB017,Carbide,P30,TiN,20,4,DMG_MORI_NLX2500,Night,Steel_42CrMo4,280,3002.6,1242.5,188.7,0.103,5.24,10.88,45.11,18,70.9,182.2,1.063,2.56,11.8,1.58,0.112,0.0,0.0162,1.78,Silver,0,6.8,17.1,17.5,1,Acceptable
2025-09-22 14:05:59,CB004,Carbide,P30,AlCrN,10,4,MAZAK_INTEGREX_i200,Afternoon,Steel_C45,200,6911.7,2794.4,217.1,0.101,2.55,6.25,8.0,3,44.49,140.1,0.399,1.4,1.4,0.44,0.058,0.0,0.0108,1.54,Silver,0,7.7,20.7,5.0,0,Good
2025-09-22 14:09:00,CB008,Carbide,K10,TiAlN,6,4,OKUMA_GENOS_L400,Morning,Steel_C45,200,15621.4,5634.9,294.5,0.09,1.44,3.34,60.56,24,27.15,197.1,0.764,1.13,10.1,1.28,0.086,0.026,0.0136,1.79,Silver,0,7.9,21.1,43.8,1,Acceptable
2025-09-22 14:09:59,CB011,Carbide,P30,TiN,20,6,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,2971.2,2048.5,186.7,0.115,4.54,10.73,1.07,0,99.89,224.0,0.336,3.65,0.3,0.62,0.024,0.0,0.0074,1.51,Silver,0,8.5,11.0,48.1,0,Good
2025-09-22 15:16:00,CB005,Carbide,P10,TiAlN,8,2,MAZAK_INTEGREX_i200,Morning,Steel_42CrMo4,280,8383.8,1748.5,210.7,0.104,2.11,4.39,5.69,2,16.16,200.1,0.284,0.49,1.2,0.57,-0.011,0.0,0.0039,1.54,Silver,0,8.2,15.1,20.4,0,Good
2025-09-22 15:44:59,CB009,Carbide,P10,TiAlN,12,2,HAAS_VF4,Night,Cast_Iron_GG25,180,5850.5,1315.6,220.6,0.112,3.51,6.79,2.63,1,31.39,228.9,0.402,0.78,0.3,0.59,-0.003,0.0,0.0047,1.51,Silver,0,7.8,13.9,5.0,0,Good
2025-09-22 16:17:59,CB013,Carbide,P30,TiCN,8,4,HAAS_VF4,Night,Steel_42CrMo4,280,7264.1,2486.1,182.6,0.086,1.84,5.35,18.37,7,24.53,174.3,0.539,0.57,4.5,0.58,0.071,0.0,0.0121,1.61,Silver,0,7.4,16.3,5.0,0,Good
2025-09-22 16:55:59,CB002,Carbide,P20,TiN,12,3,MAZAK_INTEGREX_i200,Night,Steel_42CrMo4,280,4714.9,1638.0,177.7,0.116,2.69,7.06,10.88,4,31.15,186.2,0.493,1.07,2.9,0.7,0.06,0.0,0.011,1.57,Silver,0,10.0,18.4,14.5,0,Good
2025-09-22 17:01:00,CB008,Carbide,M20,TiN,10,2,HAAS_VF4,Afternoon,Steel_16MnCr5,220,7579.4,1478.4,238.1,0.098,1.88,6.56,35.94,14,18.27,206.5,0.74,0.7,7.7,1.02,0.117,0.0,0.0167,1.68,Silver,0,8.6,15.8,32.1,1,Acceptable
2025-09-22 17:13:00,CB011,Carbide,P10,TiN,8,2,OKUMA_GENOS_L400,Morning,Cast_Iron_GG25,180,7031.3,1866.4,176.7,0.133,2.02,5.33,123.5,49,20.09,165.1,1.351,0.94,17.5,1.8,0.216,0.0,0.0266,1.91,Silver,0,7.0,14.7,25.8,2,Replace
2025-09-22 17:22:59,CB003,Carbide,P30,Uncoated,16,5,MAZAK_INTEGREX_i200,Morning,Cast_Iron_GG25,180,4096.8,2518.9,205.9,0.123,4.2,9.05,36.63,14,95.77,260.3,0.694,2.86,6.1,1.28,0.058,0.001,0.0108,1.62,Silver,0,8.2,19.9,42.7,0,Good
2025-09-22 17:32:59,CB004,Carbide,K10,TiAlN,12,3,HAAS_VF4,Afternoon,Cast_Iron_GG25,180,6053.2,1822.1,228.2,0.1,3.68,6.73,6.69,2,45.16,204.8,0.313,1.76,0.8,0.46,-0.019,0.001,0.0031,1.52,Silver,0,8.8,19.0,5.0,0,Good
2025-09-22 19:54:59,CB007,Carbide,P30,TiAlN,20,4,MAZAK_INTEGREX_i200,Morning,Cast_Iron_GG25,180,3099.1,1504.6,194.7,0.121,6.1,10.34,7.09,2,94.87,248.1,0.449,2.77,0.8,0.41,0.007,0.0,0.0057,1.52,Silver,0,6.1,24.4,5.0,0,Good
2025-09-22 20:01:59,CB010,Carbide,P20,TiN,6,2,HAAS_VF4,Morning,Cast_Iron_GG25,180,9302.8,2005.5,175.4,0.108,1.86,3.56,158.43,63,13.24,181.8,1.566,0.45,22.4,2.4,0.269,0.0,0.0319,2.03,Silver,0,8.2,16.5,11.5,2,Replace
2025-09-22 20:09:59,CB003,Carbide,K10,TiN,8,4,DMG_MORI_NLX2500,Night,Cast_Iron_GG25,180,7393.1,3287.8,185.8,0.111,2.49,5.28,120.37,48,43.24,210.8,1.343,1.32,17.1,1.79,0.193,0.0,0.0243,1.9,Silver,0,7.1,20.5,31.4,2,Replace
2025-09-22 21:10:00,CB002,Carbide,P30,TiN,20,4,DMG_MORI_NLX2500,Afternoon,Steel_42CrMo4,280,3713.9,1389.0,233.4,0.093,4.48,11.58,31.28,12,72.15,195.0,0.754,2.49,8.2,1.16,0.109,0.009,0.0159,1.69,Silver,0,7.7,21.9,5.0,1,Acceptable
2025-09-22 21:27:59,CB004,Carbide,P30,AlCrN,6,3,MAZAK_INTEGREX_i200,Night,Cast_Iron_GG25,180,9153.4,3078.2,172.5,0.112,1.59,3.88,27.8,11,18.96,168.5,0.518,0.29,3.5,0.69,0.027,0.0,0.0077,1.59,Silver,0,8.7,11.1,45.7,0,Good
2025-09-22 21:43:59,CB011,Carbide,P20,TiN,8,3,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,7066.8,2704.8,177.6,0.128,1.95,5.0,114.1,45,26.33,212.0,1.253,0.96,16.2,1.73,0.2,0.0,0.025,1.88,Silver,0,6.2,23.3,40.7,2,Replace
2025-09-22 22:58:59,CB016,Carbide,P20,TiN,12,3,OKUMA_GENOS_L400,Morning,Cast_Iron_GG25,180,5597.8,2046.3,211.0,0.122,2.78,7.87,38.32,15,44.81,177.1,0.652,1.52,5.4,0.65,0.073,0.003,0.0123,1.63,Silver,0,9.1,13.2,22.8,0,Good
2025-09-22 23:19:59,CB009,Carbide,P30,TiAlN,20,5,DMG_MORI_NLX2500,Afternoon,Cast_Iron_GG25,180,3428.5,1696.8,215.4,0.099,4.48,11.23,12.72,5,85.42,188.1,0.382,2.65,1.5,0.39,0.034,0.001,0.0084,1.54,Silver,0,7.6,17.5,38.1,0,Good
2025-09-22 23:24:59,CB008,Carbide,P20,TiCN,16,4,DMG_MORI_NLX2500,Night,Steel_C45,200,4223.9,1832.2,212.3,0.108,4.07,9.2,25.62,10,68.57,200.7,0.592,1.94,4.9,0.64,0.087,0.0,0.0137,1.62,Silver,0,8.6,21.6,33.8,0,Good
2025-09-23 02:40:59,CB003,Carbide,P20,TiAlN,16,6,MAZAK_INTEGREX_i200,Morning,Steel_C45,200,4928.4,2481.9,247.7,0.084,4.21,8.16,79.69,31,85.31,211.1,1.079,2.55,13.3,1.5,0.184,0.0,0.0234,1.88,Silver,0,9.2,11.1,27.7,2,Replace
2025-09-23 04:48:59,CB001,Carbide,P30,TiN,6,4,MAZAK_INTEGREX_i200,Afternoon,Steel_42CrMo4,280,10592.9,4404.1,199.7,0.104,1.37,3.19,2.83,1,19.18,209.4,0.263,0.71,0.7,0.41,0.011,0.0,0.0061,1.52,Silver,0,6.1,23.5,5.0,0,Good
